Mucor_nidicola_NRRL_54520_NODE_8627		Root	rootrank	1.0	Bacteria	domain	0.93	"Proteobacteria"	phylum	0.55	Betaproteobacteria	class	0.12	Burkholderiales	order	0.1	Comamonadaceae	family	0.08	Alicycliphilus	genus	0.06
Mucor_recurvus_var._indicus_NRRL_3247_NODE_14261		Root	rootrank	1.0	Bacteria	domain	0.84	"Chloroflexi"	phylum	0.1	Ktedonobacteria	class	0.1	Ktedonobacterales	order	0.1	Thermosporotrichaceae	family	0.1	Thermosporothrix	genus	0.1
Rhizopus_stolonifer_SM70_NODE_22		Root	rootrank	1.0	Bacteria	domain	1.0	Cyanobacteria/Chloroplast	phylum	0.99	Chloroplast	class	0.99	Chloroplast	family	0.99	Streptophyta	genus	0.99
Rhizopus_stolonifer_SM70_NODE_7		Root	rootrank	1.0	Bacteria	domain	0.89	"Proteobacteria"	phylum	0.67	Gammaproteobacteria	class	0.65	Gammaproteobacteria_incertae_sedis	order	0.64	Candidatus Carsonella	genus	0.64
Rhizopus_stolonifer_SM70_NODE_150		Root	rootrank	1.0	Bacteria	domain	0.94	"Proteobacteria"	phylum	0.4	Gammaproteobacteria	class	0.2	Gammaproteobacteria_incertae_sedis	order	0.16	Candidatus Carsonella	genus	0.15
Rhizopus_stolonifer_SM70_NODE_180		Root	rootrank	1.0	Bacteria	domain	0.97	"Bacteroidetes"	phylum	0.54	"Bacteroidia"	class	0.23	"Bacteroidales"	order	0.23	"Porphyromonadaceae"	family	0.14	Tannerella	genus	0.09
Rhizopus_stolonifer_SM70_NODE_15		Root	rootrank	1.0	Bacteria	domain	0.91	"Proteobacteria"	phylum	0.31	Gammaproteobacteria	class	0.18	Gammaproteobacteria_incertae_sedis	order	0.07	Candidatus Carsonella	genus	0.07
Rhizopus_stolonifer_SM70_NODE_128		Root	rootrank	1.0	Bacteria	domain	0.88	"Bacteroidetes"	phylum	0.28	Flavobacteriia	class	0.07	"Flavobacteriales"	order	0.07	Flavobacteriaceae	family	0.07	Spongiimonas	genus	0.02
Rhizopus_stolonifer_SM70_NODE_29		Root	rootrank	1.0	Bacteria	domain	0.83	"Bacteroidetes"	phylum	0.31	"Bacteroidia"	class	0.12	"Bacteroidales"	order	0.12	Prolixibacteraceae	family	0.06	Prolixibacter	genus	0.04
Rhizopus_stolonifer_SM105_NODE_1		Root	rootrank	1.0	Bacteria	domain	0.96	"Proteobacteria"	phylum	0.73	Gammaproteobacteria	class	0.69	Gammaproteobacteria_incertae_sedis	order	0.67	Candidatus Carsonella	genus	0.67
Conidiobolus_thromboides_ARSEF_4968_NODE_3		Root	rootrank	1.0	Bacteria	domain	1.0	"Proteobacteria"	phylum	0.88	Gammaproteobacteria	class	0.85	Gammaproteobacteria_incertae_sedis	order	0.84	Candidatus Carsonella	genus	0.84
Conidiobolus_thromboides_ARSEF_4968_NODE_2		Root	rootrank	1.0	Archaea	domain	0.59	Woesearchaeota	phylum	0.26	Woesearchaeota Incertae Sedis AR17	genus	0.21
Conidiobolus_thromboides_ARSEF_4968_NODE_2.1		Root	rootrank	1.0	Archaea	domain	0.36	Diapherotrites	phylum	0.11	Candidatus Iainarchaeum	genus	0.11
Dichotomocladium_elegans_NRRL_2754_NODE_1387		Root	rootrank	1.0	Bacteria	domain	0.95	"Bacteroidetes"	phylum	0.19	"Bacteroidia"	class	0.15	"Bacteroidales"	order	0.15	"Porphyromonadaceae"	family	0.08	Acetobacteroides	genus	0.08
Dichotomocladium_elegans_NRRL_2754_NODE_4322		Root	rootrank	1.0	Bacteria	domain	0.95	"Actinobacteria"	phylum	0.1	Actinobacteria	class	0.1	Actinobacteridae	subclass	0.09	Actinomycetales	order	0.08	Streptosporangineae	suborder	0.05	Streptosporangiaceae	family	0.02	Thermopolyspora	genus	0.02
Rhizopus_stolonifer_SM14c_NODE_61		Root	rootrank	1.0	Bacteria	domain	1.0	"Proteobacteria"	phylum	1.0	Gammaproteobacteria	class	1.0	Xanthomonadales	order	1.0	Xanthomonadaceae	family	1.0	Stenotrophomonas	genus	1.0
Rhizopus_arrhizus_NRRL_2582_NODE_67		Root	rootrank	1.0	Bacteria	domain	1.0	"Proteobacteria"	phylum	1.0	Betaproteobacteria	class	1.0	Burkholderiales	order	1.0	Burkholderiaceae	family	1.0	Burkholderia	genus	1.0
Rhizopus_arrhizus_NRRL_2582_NODE_18		Root	rootrank	1.0	Bacteria	domain	1.0	"Proteobacteria"	phylum	1.0	Betaproteobacteria	class	1.0	Burkholderiales	order	1.0	Burkholderiaceae	family	1.0	Burkholderia	genus	1.0
Rhizopus_arrhizus_NRRL_2582_NODE_2714		Root	rootrank	1.0	Bacteria	domain	1.0	"Proteobacteria"	phylum	0.89	Betaproteobacteria	class	0.74	Burkholderiales	order	0.7	Burkholderiaceae	family	0.28	Lautropia	genus	0.23
Rhizopus_chinensis_NRRL_2909_NODE_3		Root	rootrank	1.0	Bacteria	domain	0.89	"Proteobacteria"	phylum	0.18	Gammaproteobacteria	class	0.13	Gammaproteobacteria_incertae_sedis	order	0.09	Candidatus Carsonella	genus	0.09
Coemansia_sp._RSA_451_NODE_2		Root	rootrank	1.0	Bacteria	domain	0.92	"Proteobacteria"	phylum	0.68	Gammaproteobacteria	class	0.66	Gammaproteobacteria_incertae_sedis	order	0.65	Candidatus Carsonella	genus	0.65
Coemansia_sp._RSA_451_NODE_2.1		Root	rootrank	1.0	Bacteria	domain	0.94	"Proteobacteria"	phylum	0.74	Gammaproteobacteria	class	0.64	Gammaproteobacteria_incertae_sedis	order	0.63	Candidatus Carsonella	genus	0.63
Coemansia_sp._RSA_451_NODE_2.2		Root	rootrank	1.0	Archaea	domain	0.08	Woesearchaeota	phylum	0.07	Woesearchaeota Incertae Sedis AR17	genus	0.06
Rhizopus_microsporus_NRRL_5554_NODE_186		Root	rootrank	1.0	Bacteria	domain	1.0	"Proteobacteria"	phylum	1.0	Betaproteobacteria	class	1.0	Burkholderiales	order	1.0	Burkholderiaceae	family	1.0	Burkholderia	genus	1.0
Mucor_pusillus_Lindt_NRRL_A-16035_NODE_720		Root	rootrank	1.0	Bacteria	domain	0.81	"Proteobacteria"	phylum	0.29	Alphaproteobacteria	class	0.21	Rhodobacterales	order	0.17	Rhodobacteraceae	family	0.17	Amylibacter	genus	0.08
Mucor_pusillus_Lindt_NRRL_A-16035_NODE_720.1		Root	rootrank	1.0	Bacteria	domain	0.91	"Proteobacteria"	phylum	0.26	Alphaproteobacteria	class	0.12	Rhodospirillales	order	0.07	Acetobacteraceae	family	0.07	Humitalea	genus	0.02
Mucor_pusillus_Lindt_NRRL_A-16035_NODE_745		Root	rootrank	1.0	Bacteria	domain	0.94	"Proteobacteria"	phylum	0.45	Gammaproteobacteria	class	0.28	Gammaproteobacteria_incertae_sedis	order	0.22	Candidatus Carsonella	genus	0.18
Mucor_pusillus_Lindt_NRRL_A-16035_NODE_772		Root	rootrank	1.0	Bacteria	domain	0.85	Firmicutes	phylum	0.31	Clostridia	class	0.26	Clostridiales	order	0.24	Peptostreptococcaceae	family	0.08	Asaccharospora	genus	0.08
Mucor_pusillus_Lindt_NRRL_A-16035_NODE_1438		Root	rootrank	1.0	Archaea	domain	0.23	Woesearchaeota	phylum	0.18	Woesearchaeota Incertae Sedis AR20	genus	0.04
Mucor_pusillus_Lindt_NRRL_A-16035_NODE_828		Root	rootrank	1.0	Bacteria	domain	0.8	"Proteobacteria"	phylum	0.23	Gammaproteobacteria	class	0.17	Gammaproteobacteria_incertae_sedis	order	0.11	Candidatus Carsonella	genus	0.11
Rhizopus_stolonifer_SM91_NODE_39		Root	rootrank	1.0	Bacteria	domain	0.97	"Proteobacteria"	phylum	0.62	Gammaproteobacteria	class	0.6	Gammaproteobacteria_incertae_sedis	order	0.58	Candidatus Carsonella	genus	0.58
Fennellomyces_heterothallicus_RSA_2348_NODE_1490		Root	rootrank	1.0	Bacteria	domain	0.97	Firmicutes	phylum	0.31	Clostridia	class	0.26	Clostridiales	order	0.24	Clostridiales_Incertae Sedis XI	family	0.2	Anaerosalibacter	genus	0.12
Mucor_laxorrhizus_NRRL_2814_NODE_5809		Root	rootrank	1.0	Bacteria	domain	1.0	Firmicutes	phylum	0.96	Negativicutes	class	0.49	Selenomonadales	order	0.49	Veillonellaceae	family	0.49	Anaeroglobus	genus	0.19
Rhizopus_stolonifer_SM_139_NODE_7		Root	rootrank	1.0	Bacteria	domain	1.0	"Proteobacteria"	phylum	1.0	Gammaproteobacteria	class	1.0	Xanthomonadales	order	1.0	Xanthomonadaceae	family	1.0	Stenotrophomonas	genus	1.0
Rhizopus_stolonifer_SM_139_NODE_28		Root	rootrank	1.0	Bacteria	domain	0.92	"Proteobacteria"	phylum	0.26	Gammaproteobacteria	class	0.2	Gammaproteobacteria_incertae_sedis	order	0.17	Candidatus Carsonella	genus	0.17
Rhizopus_nigricans_Ehrenberg_NRRL_1477_NODE_37		Root	rootrank	1.0	Archaea	domain	0.19	"Crenarchaeota"	phylum	0.08	Thermoprotei	class	0.08	Thermoproteales	order	0.06	Thermoproteaceae	family	0.06	Thermoproteus	genus	0.03
Rhizopus_arrhizus_NRRL_5896_NODE_4		Root	rootrank	1.0	Bacteria	domain	0.99	"Aquificae"	phylum	0.07	Aquificae	class	0.07	Aquificales	order	0.07	Hydrogenothermaceae	family	0.06	Venenivibrio	genus	0.06
Rhizopus_stolonifer_SM16-2_NODE_17		Root	rootrank	1.0	Bacteria	domain	1.0	"Proteobacteria"	phylum	1.0	Gammaproteobacteria	class	1.0	Xanthomonadales	order	1.0	Xanthomonadaceae	family	1.0	Stenotrophomonas	genus	1.0
Rhizopus_stolonifer_SM16-2_NODE_12		Root	rootrank	1.0	Bacteria	domain	0.96	"Proteobacteria"	phylum	0.73	Gammaproteobacteria	class	0.69	Gammaproteobacteria_incertae_sedis	order	0.67	Candidatus Carsonella	genus	0.67
Mucor_pusillus_NRRL_A-13674_NODE_771		Root	rootrank	1.0	Bacteria	domain	0.83	"Proteobacteria"	phylum	0.29	Alphaproteobacteria	class	0.25	Rhodobacterales	order	0.22	Rhodobacteraceae	family	0.22	Lentibacter	genus	0.04
Mucor_pusillus_NRRL_A-13674_NODE_118		Root	rootrank	1.0	Archaea	domain	0.27	"Crenarchaeota"	phylum	0.16	Thermoprotei	class	0.16	Thermoproteales	order	0.11	Thermoproteaceae	family	0.1	Thermocladium	genus	0.04
Mucor_pusillus_NRRL_A-13674_NODE_830		Root	rootrank	1.0	Bacteria	domain	0.94	"Bacteroidetes"	phylum	0.28	Flavobacteriia	class	0.11	"Flavobacteriales"	order	0.11	Flavobacteriaceae	family	0.1	Soonwooa	genus	0.02
Mucor_pusillus_NRRL_A-13674_NODE_905		Root	rootrank	1.0	Archaea	domain	0.09	"Crenarchaeota"	phylum	0.04	Thermoprotei	class	0.04	Thermoproteales	order	0.03	Thermoproteaceae	family	0.03	Thermoproteus	genus	0.03
Mucor_pusillus_NRRL_A-13674_NODE_771.1		Root	rootrank	1.0	Bacteria	domain	0.92	"Proteobacteria"	phylum	0.33	Gammaproteobacteria	class	0.09	Gammaproteobacteria_incertae_sedis	order	0.06	Candidatus Carsonella	genus	0.06
Absidia_dubia_NRRL_1322_NODE_6539		Root	rootrank	1.0	Bacteria	domain	1.0	Firmicutes	phylum	1.0	Bacilli	class	1.0	Bacillales	order	0.76	Bacillaceae 1	family	0.31	Anaerobacillus	genus	0.17
Absidia_dubia_NRRL_1322_NODE_11058		Root	rootrank	1.0	Bacteria	domain	1.0	"Bacteroidetes"	phylum	1.0	Sphingobacteriia	class	0.38	"Sphingobacteriales"	order	0.38	Sphingobacteriaceae	family	0.38	Nubsella	genus	0.21
Absidia_dubia_NRRL_1322_NODE_10556		Root	rootrank	1.0	Bacteria	domain	1.0	"Proteobacteria"	phylum	0.98	Alphaproteobacteria	class	0.96	Sphingomonadales	order	0.93	Sphingomonadaceae	family	0.84	Parablastomonas	genus	0.76
Absidia_dubia_NRRL_1322_NODE_11992		Root	rootrank	1.0	Bacteria	domain	1.0	Firmicutes	phylum	1.0	Bacilli	class	1.0	Lactobacillales	order	1.0	Streptococcaceae	family	1.0	Streptococcus	genus	1.0
Rhizopus_stolonifer_SM_133_NODE_7		Root	rootrank	1.0	Bacteria	domain	1.0	"Proteobacteria"	phylum	1.0	Gammaproteobacteria	class	1.0	Xanthomonadales	order	1.0	Xanthomonadaceae	family	1.0	Stenotrophomonas	genus	1.0
Rhizopus_stolonifer_SM_133_NODE_25		Root	rootrank	1.0	Bacteria	domain	0.92	"Proteobacteria"	phylum	0.59	Gammaproteobacteria	class	0.4	Gammaproteobacteria_incertae_sedis	order	0.38	Candidatus Carsonella	genus	0.37
Rhizopus_stolonifer_SM_144_NODE_1		Root	rootrank	1.0	Bacteria	domain	1.0	"Actinobacteria"	phylum	1.0	Actinobacteria	class	1.0	Actinobacteridae	subclass	1.0	Actinomycetales	order	1.0	Micrococcineae	suborder	1.0	Brevibacteriaceae	family	1.0	Brevibacterium	genus	1.0
Rhizopus_stolonifer_SM_144_NODE_19		Root	rootrank	1.0	Bacteria	domain	0.99	"Proteobacteria"	phylum	0.61	Gammaproteobacteria	class	0.56	Gammaproteobacteria_incertae_sedis	order	0.54	Candidatus Carsonella	genus	0.54
Rhizopus_stolonifer_SM_144_NODE_48		Root	rootrank	1.0	Bacteria	domain	0.92	"Proteobacteria"	phylum	0.4	Gammaproteobacteria	class	0.31	Gammaproteobacteria_incertae_sedis	order	0.26	Candidatus Carsonella	genus	0.26
Rhizopus_stolonifer_SM9_NODE_51		Root	rootrank	1.0	Bacteria	domain	1.0	Firmicutes	phylum	1.0	Bacilli	class	1.0	Bacillales	order	1.0	Bacillaceae 1	family	1.0	Bacillus	genus	1.0
Rhizopus_stolonifer_SM9_NODE_8		Root	rootrank	1.0	Bacteria	domain	1.0	Firmicutes	phylum	1.0	Bacilli	class	1.0	Bacillales	order	1.0	Bacillaceae 1	family	1.0	Bacillus	genus	1.0
Rhizopus_stolonifer_SM_100_NODE_1		Root	rootrank	1.0	Bacteria	domain	1.0	"Proteobacteria"	phylum	1.0	Gammaproteobacteria	class	1.0	Xanthomonadales	order	1.0	Xanthomonadaceae	family	1.0	Stenotrophomonas	genus	1.0
Conidiobolus_sp._NRRL_29146_NODE_489		Root	rootrank	1.0	Bacteria	domain	0.99	"Proteobacteria"	phylum	0.91	Gammaproteobacteria	class	0.91	Gammaproteobacteria_incertae_sedis	order	0.89	Candidatus Carsonella	genus	0.89
Conidiobolus_sp._NRRL_29146_NODE_530		Root	rootrank	1.0	Archaea	domain	0.53	Woesearchaeota	phylum	0.17	Woesearchaeota Incertae Sedis AR17	genus	0.07
Conidiobolus_sp._NRRL_29146_NODE_7826		Root	rootrank	1.0	Bacteria	domain	0.66	"Proteobacteria"	phylum	0.2	Gammaproteobacteria	class	0.15	Gammaproteobacteria_incertae_sedis	order	0.15	Candidatus Carsonella	genus	0.15
Conidiobolus_sp._NRRL_29146_NODE_29076		Root	rootrank	1.0	Archaea	domain	0.57	"Euryarchaeota"	phylum	0.38	Halobacteria	class	0.15	Halobacteriales	order	0.12	Halobacteriaceae	family	0.12	Salarchaeum	genus	0.04
Conidiobolus_sp._NRRL_29146_NODE_27795		Root	rootrank	1.0	Archaea	domain	0.49	"Crenarchaeota"	phylum	0.11	Thermoprotei	class	0.11	Desulfurococcales	order	0.07	Desulfurococcaceae	family	0.06	Thermodiscus	genus	0.02
Conidiobolus_sp._NRRL_29146_NODE_29031		Root	rootrank	1.0	Archaea	domain	0.63	"Euryarchaeota"	phylum	0.26	"Methanomicrobia"	class	0.06	Methanosarcinales	order	0.05	Methanosarcinaceae	family	0.04	Methanosalsum	genus	0.03
Conidiobolus_sp._NRRL_29146_NODE_29034		Root	rootrank	1.0	Archaea	domain	0.47	"Crenarchaeota"	phylum	0.17	Thermoprotei	class	0.17	Desulfurococcales	order	0.06	Desulfurococcaceae	family	0.06	Thermodiscus	genus	0.01
Conidiobolus_sp._NRRL_29146_NODE_530.1		Root	rootrank	1.0	Archaea	domain	0.39	"Crenarchaeota"	phylum	0.15	Thermoprotei	class	0.15	Thermoproteales	order	0.1	Thermoproteaceae	family	0.09	Caldivirga	genus	0.06
Conidiobolus_sp._NRRL_29146_NODE_28054		Root	rootrank	1.0	Archaea	domain	0.47	"Crenarchaeota"	phylum	0.13	Thermoprotei	class	0.13	Desulfurococcales	order	0.05	Desulfurococcaceae	family	0.04	Thermodiscus	genus	0.02
Conidiobolus_sp._NRRL_29146_NODE_29051		Root	rootrank	1.0	Archaea	domain	0.46	"Euryarchaeota"	phylum	0.23	Halobacteria	class	0.13	Halobacteriales	order	0.12	Halobacteriaceae	family	0.12	Salinirubrum	genus	0.07
Conidiobolus_sp._NRRL_29146_NODE_30609		Root	rootrank	1.0	Archaea	domain	0.53	"Crenarchaeota"	phylum	0.26	Thermoprotei	class	0.26	Desulfurococcales	order	0.1	Desulfurococcaceae	family	0.07	Thermodiscus	genus	0.03
Conidiobolus_sp._NRRL_29146_NODE_28735		Root	rootrank	1.0	Archaea	domain	0.5	"Crenarchaeota"	phylum	0.24	Thermoprotei	class	0.24	Desulfurococcales	order	0.11	Desulfurococcaceae	family	0.07	Thermodiscus	genus	0.02
Conidiobolus_sp._NRRL_29146_NODE_11141		Root	rootrank	1.0	Bacteria	domain	0.91	"Proteobacteria"	phylum	0.3	Gammaproteobacteria	class	0.15	Gammaproteobacteria_incertae_sedis	order	0.13	Candidatus Carsonella	genus	0.13
Conidiobolus_sp._NRRL_29146_NODE_28169		Root	rootrank	1.0	Bacteria	domain	0.86	"Bacteroidetes"	phylum	0.17	"Bacteroidia"	class	0.02	"Bacteroidales"	order	0.02	Prolixibacteraceae	family	0.0	Mangrovibacterium	genus	0.0
Conidiobolus_sp._NRRL_29146_NODE_28772		Root	rootrank	1.0	Bacteria	domain	0.94	"Planctomycetes"	phylum	0.03	Planctomycetia	class	0.03	Candidatus Brocadiales	order	0.03	Candidatus Brocadiaceae	family	0.03	Candidatus Anammoxoglobus	genus	0.03
Conidiobolus_sp._NRRL_29146_NODE_25555		Root	rootrank	1.0	Archaea	domain	0.32	"Euryarchaeota"	phylum	0.29	Halobacteria	class	0.18	Halobacteriales	order	0.16	Halobacteriaceae	family	0.16	Salinarchaeum	genus	0.14
Conidiobolus_sp._NRRL_29146_NODE_28779		Root	rootrank	1.0	Bacteria	domain	0.83	"Proteobacteria"	phylum	0.21	Gammaproteobacteria	class	0.1	Gammaproteobacteria_incertae_sedis	order	0.05	Candidatus Carsonella	genus	0.05
Conidiobolus_sp._NRRL_29146_NODE_28814		Root	rootrank	1.0	Bacteria	domain	0.91	"Proteobacteria"	phylum	0.26	Gammaproteobacteria	class	0.12	Gammaproteobacteria_incertae_sedis	order	0.05	Candidatus Carsonella	genus	0.05
Conidiobolus_sp._NRRL_29146_NODE_28026		Root	rootrank	1.0	Bacteria	domain	0.71	Firmicutes	phylum	0.27	Clostridia	class	0.19	Clostridiales	order	0.18	Clostridiales_Incertae Sedis XI	family	0.06	Soehngenia	genus	0.06
Conidiobolus_sp._NRRL_29146_NODE_28024		Root	rootrank	1.0	Bacteria	domain	0.75	Firmicutes	phylum	0.27	Clostridia	class	0.23	Clostridiales	order	0.23	Clostridiales_Incertae Sedis XI	family	0.11	Soehngenia	genus	0.11
Conidiobolus_sp._NRRL_29146_NODE_23776		Root	rootrank	1.0	Archaea	domain	0.42	Woesearchaeota	phylum	0.1	Woesearchaeota Incertae Sedis AR17	genus	0.1
Conidiobolus_sp._NRRL_29146_NODE_28465		Root	rootrank	1.0	Bacteria	domain	0.74	Firmicutes	phylum	0.27	Clostridia	class	0.2	Clostridiales	order	0.2	Clostridiales_Incertae Sedis XI	family	0.08	Soehngenia	genus	0.08
Conidiobolus_sp._NRRL_29146_NODE_29744		Root	rootrank	1.0	Bacteria	domain	0.87	Firmicutes	phylum	0.27	Erysipelotrichia	class	0.08	Erysipelotrichales	order	0.08	Erysipelotrichaceae	family	0.08	Holdemanella	genus	0.06
Conidiobolus_sp._NRRL_29146_NODE_28481		Root	rootrank	1.0	Bacteria	domain	0.71	Firmicutes	phylum	0.28	Clostridia	class	0.2	Clostridiales	order	0.2	Clostridiales_Incertae Sedis XI	family	0.09	Soehngenia	genus	0.09
Conidiobolus_sp._NRRL_29146_NODE_29246		Root	rootrank	1.0	Archaea	domain	0.15	Woesearchaeota	phylum	0.08	Woesearchaeota Incertae Sedis AR18	genus	0.08
Rhizopus_stolonifer_SM_137_NODE_1889		Root	rootrank	1.0	Bacteria	domain	1.0	"Proteobacteria"	phylum	1.0	Betaproteobacteria	class	1.0	Burkholderiales	order	1.0	Alcaligenaceae	family	1.0	Achromobacter	genus	1.0
Rhizopus_stolonifer_SM_137_NODE_3056		Root	rootrank	1.0	Bacteria	domain	1.0	"Proteobacteria"	phylum	1.0	Gammaproteobacteria	class	1.0	Xanthomonadales	order	1.0	Xanthomonadaceae	family	1.0	Stenotrophomonas	genus	1.0
Rhizopus_stolonifer_SM_137_NODE_13076		Root	rootrank	1.0	Bacteria	domain	1.0	"Actinobacteria"	phylum	1.0	Actinobacteria	class	1.0	Actinobacteridae	subclass	1.0	Actinomycetales	order	1.0	Micrococcineae	suborder	1.0	Brevibacteriaceae	family	1.0	Brevibacterium	genus	1.0
Rhizopus_stolonifer_SM_137_NODE_26455		Root	rootrank	1.0	Bacteria	domain	1.0	"Actinobacteria"	phylum	1.0	Actinobacteria	class	1.0	Actinobacteridae	subclass	1.0	Actinomycetales	order	1.0	Micrococcineae	suborder	1.0	Brevibacteriaceae	family	1.0	Brevibacterium	genus	1.0
Rhizopus_stolonifer_SM_137_NODE_4517		Root	rootrank	1.0	Bacteria	domain	0.98	"Proteobacteria"	phylum	0.44	Gammaproteobacteria	class	0.34	Gammaproteobacteria_incertae_sedis	order	0.29	Candidatus Carsonella	genus	0.29
Rhizopus_stolonifer_SM_137_NODE_769		Root	rootrank	1.0	Bacteria	domain	0.96	"Proteobacteria"	phylum	0.43	Gammaproteobacteria	class	0.21	Gammaproteobacteria_incertae_sedis	order	0.13	Candidatus Carsonella	genus	0.13
Rhizopus_stolonifer_SM_137_NODE_37		Root	rootrank	1.0	Bacteria	domain	1.0	"Proteobacteria"	phylum	1.0	Gammaproteobacteria	class	1.0	Xanthomonadales	order	1.0	Xanthomonadaceae	family	1.0	Stenotrophomonas	genus	1.0
Rhizopus_stolonifer_SM_137_NODE_10244		Root	rootrank	1.0	Bacteria	domain	0.92	"Proteobacteria"	phylum	0.37	Gammaproteobacteria	class	0.22	Gammaproteobacteria_incertae_sedis	order	0.15	Candidatus Carsonella	genus	0.14
Rhizopus_stolonifer_SM_137_NODE_67829		Root	rootrank	1.0	Bacteria	domain	1.0	"Proteobacteria"	phylum	1.0	Gammaproteobacteria	class	1.0	Xanthomonadales	order	1.0	Xanthomonadaceae	family	1.0	Stenotrophomonas	genus	0.98
Rhizopus_stolonifer_SM_137_NODE_72210		Root	rootrank	1.0	Bacteria	domain	1.0	"Proteobacteria"	phylum	1.0	Gammaproteobacteria	class	1.0	Xanthomonadales	order	0.99	Xanthomonadaceae	family	0.99	Stenotrophomonas	genus	0.68
Rhizopus_stolonifer_SM_137_NODE_7961		Root	rootrank	1.0	Bacteria	domain	0.99	"Actinobacteria"	phylum	0.9	Actinobacteria	class	0.9	Actinobacteridae	subclass	0.9	Actinomycetales	order	0.9	Micrococcineae	suborder	0.68	Brevibacteriaceae	family	0.63	Brevibacterium	genus	0.63
Rhizopus_stolonifer_SM_137_NODE_1583		Root	rootrank	1.0	Bacteria	domain	0.94	"Proteobacteria"	phylum	0.33	Gammaproteobacteria	class	0.29	Gammaproteobacteria_incertae_sedis	order	0.28	Candidatus Carsonella	genus	0.28
Rhizopus_stolonifer_SM_137_NODE_59736		Root	rootrank	1.0	Bacteria	domain	1.0	"Proteobacteria"	phylum	1.0	Gammaproteobacteria	class	0.92	Oceanospirillales	order	0.14	Oceanospirillaceae	family	0.02	Bermanella	genus	0.0
Rhizopus_stolonifer_SM_137_NODE_73077		Root	rootrank	1.0	Bacteria	domain	1.0	"Proteobacteria"	phylum	0.82	Gammaproteobacteria	class	0.59	Xanthomonadales	order	0.53	Xanthomonadaceae	family	0.53	Luteimonas	genus	0.11
Rhizopus_stolonifer_SM_137_NODE_38654		Root	rootrank	1.0	Bacteria	domain	0.81	"Proteobacteria"	phylum	0.25	Deltaproteobacteria	class	0.09	Bdellovibrionales	order	0.06	Bdellovibrionaceae	family	0.05	Vampirovibrio	genus	0.03
Mucor_griseo-ochraceus_var._minuta_NRRL_3246_NODE_9571		Root	rootrank	1.0	Bacteria	domain	1.0	Firmicutes	phylum	1.0	Clostridia	class	1.0	Clostridiales	order	1.0	Lachnospiraceae	family	1.0	Butyrivibrio	genus	0.95
Mucor_griseo-ochraceus_var._minuta_NRRL_3246_NODE_11072		Root	rootrank	1.0	Bacteria	domain	1.0	Firmicutes	phylum	0.97	Clostridia	class	0.86	Clostridiales	order	0.86	Clostridiaceae 1	family	0.59	Fervidicella	genus	0.24
