# command:    ssu-cmsearch --hmm-cW 1.5 --no-null3 --noalign -T -1 --tab meta_16S_rRNA/meta_16S_rRNA.tab --viterbi /opt/linux/centos/7.x/x86_64/pkgs/ssu-align/0.1.1/share/ssu-align-0.1.1/ssu-align-0p1.cm meta_16S_rRNA.fasta
# date:       Mon Jan  7 22:59:35 2019
# num seqs:   1197
# dbsize(Mb): 1.133112
#
# Pre-search info for CM 1: archaea
#
# rnd  mod  alg  cfg   beta  bit sc cut
# ---  ---  ---  ---  -----  ----------
#   1  hmm  vit  loc      -       -1.00
#
# CM: archaea
#                                                                                       target coord   query coord                         
#                                                                             ----------------------  ------------                         
# model name  target name                                                          start        stop  start   stop    bit sc   E-value  GC%
# ----------  --------------------------------------------------------------  ----------  ----------  -----  -----  --------  --------  ---
  archaea     Mucor_hiemalis_NRRL_29268_NODE_330                                      39          30      1   1508      0.79         -   40
  archaea     Rhizopus_stolonifer_SM112_NODE_1                                       685         756      1   1508     22.79         -   46
  archaea     Rhizopus_stolonifer_SM112_NODE_1                                      1304        1290      1   1508     -0.81         -   27
  archaea     Rhizopus_stolonifer_SM112_NODE_11544                                   154         145      1   1508     -0.16         -   40
  archaea     Conidiobolus_heterosporus_ARSEF_6386_NODE_97                           887        1174      1   1508     30.56         -   40
  archaea     Conidiobolus_heterosporus_ARSEF_6386_NODE_97                           555         542      1   1508      1.32         -   43
  archaea     Conidiobolus_heterosporus_ARSEF_6386_NODE_5                            103         944      1   1508    220.72         -   44
  archaea     Conidiobolus_heterosporus_ARSEF_6386_NODE_5                             39          30      1   1508      0.79         -   40
  archaea     Conidiobolus_heterosporus_ARSEF_6386_NODE_5.1                          231         285      1   1508     28.15         -   60
  archaea     Conidiobolus_heterosporus_ARSEF_6386_NODE_5.1                          167         153      1   1508     -0.60         -   47
  archaea     Apophysomyces_sp._BC1034_NODE_1741                                      50        1525      1   1508    557.48         -   56
  archaea     Apophysomyces_sp._BC1034_NODE_1741                                     707         657      1   1508     -0.17         -   47
  archaea     Mucor_pakistanicus_NRRL_6589_NODE_63                                     1         569      1   1508    175.55         -   55
  archaea     Mucor_pakistanicus_NRRL_6589_NODE_63                                   599         570      1   1508      0.74         -   60
  archaea     Mucor_pakistanicus_NRRL_6589_NODE_76                                     5         485      1   1508    289.82         -   55
  archaea     Mucor_pakistanicus_NRRL_6589_NODE_88                                     1         311      1   1508    217.38         -   54
  archaea     Mucor_pakistanicus_NRRL_6589_NODE_104                                  115         258      1   1508     39.59         -   58
  archaea     Mucor_pakistanicus_NRRL_6589_NODE_138                                   20         171      1   1508     42.05         -   51
  archaea     Rhizopus_stolonifer_SM2_NODE_5                                         829         876      1   1508     10.45         -   48
  archaea     Rhizopus_stolonifer_SM2_NODE_5                                         775         759      1   1508      1.05         -   41
  archaea     Mucor_pusillus_NRRL_A-13674_NODE_1326                                  108         366      1   1508     56.10         -   42
  archaea     Mucor_pusillus_NRRL_A-13674_NODE_972                                   180         203      1   1508      2.73         -   42
  archaea     Mucor_pusillus_NRRL_A-13674_NODE_1629                                   98         157      1   1508      5.02         -   38
  archaea     Mucor_pusillus_NRRL_A-13674_NODE_1629                                   33          24      1   1508      0.79         -   40
  archaea     Mucor_pusillus_NRRL_A-13674_NODE_908                                   126         168      1   1508     11.77         -   49
  archaea     Conidiobolus_megalotocus_ARSEF_8428_NODE_1555                          661         783      1   1508     41.98         -   42
  archaea     Conidiobolus_megalotocus_ARSEF_8428_NODE_1555                          585         568      1   1508      0.08         -   44
  archaea     Conidiobolus_megalotocus_ARSEF_8428_NODE_850                           102         935      1   1508    204.60         -   43
  archaea     Conidiobolus_megalotocus_ARSEF_8428_NODE_850                            38          29      1   1508      0.79         -   40
  archaea     Conidiobolus_megalotocus_ARSEF_8428_NODE_850.1                         508         562      1   1508     28.15         -   60
  archaea     Conidiobolus_megalotocus_ARSEF_8428_NODE_850.1                         451         433      1   1508     -0.96         -   37
  archaea     Rhizopus_microsporus_NRRL_5548_NODE_1425                                50        1525      1   1508    571.56         -   56
  archaea     Rhizopus_microsporus_NRRL_5548_NODE_1425                               707         657      1   1508     -0.17         -   47
  archaea     Rhizopus_formosaensis_NRRL_A-10180_NODE_4                              242         298      1   1508     15.31         -   46
  archaea     Conidiobolus_sp._NRRL_29146_NODE_590                                   693         815      1   1508     41.98         -   41
  archaea     Conidiobolus_sp._NRRL_29146_NODE_827                                   109         942      1   1508    206.76         -   43
  archaea     Conidiobolus_sp._NRRL_29146_NODE_827                                    45          36      1   1508      0.79         -   40
  archaea     Conidiobolus_sp._NRRL_29146_NODE_6387                                    1         101      1   1508     48.67         -   47
  archaea     Conidiobolus_sp._NRRL_29146_NODE_827.1                                 232         286      1   1508     28.15         -   60
  archaea     Conidiobolus_sp._NRRL_29146_NODE_827.1                                 175         157      1   1508     -0.96         -   37
  archaea     Rhizopus_stolonifer_SM49-2_NODE_194                                      1         889      1   1508    507.86         -   56
  archaea     Rhizopus_stolonifer_SM49-2_NODE_194                                    179         170      1   1508      0.79         -   40
  archaea     Rhizopus_stolonifer_SM49-2_NODE_107                                     51         827      1   1508    203.61         -   56
  archaea     Rhizopus_stolonifer_SM49-2_NODE_107                                    464         449      1   1508      0.88         -   44
  archaea     Rhizopus_stolonifer_SM49-2_NODE_148                                     37         532      1   1508    316.96         -   54
  archaea     Rhizopus_stolonifer_SM49-2_NODE_1353                                     6         495      1   1508    272.18         -   55
  archaea     Rhizopus_stolonifer_SM49-2_NODE_667                                      7         350      1   1508    229.35         -   58
  archaea     Rhizopus_stolonifer_SM49-2_NODE_6692                                    16         284      1   1508     49.10         -   56
  archaea     Rhizopus_stolonifer_SM49-2_NODE_16                                      52         316      1   1508     53.00         -   58
  archaea     Rhizopus_stolonifer_SM49-2_NODE_16                                     185         177      1   1508      1.76         -   44
  archaea     Rhizopus_stolonifer_SM49-2_NODE_683                                      6         331      1   1508     70.61         -   57
  archaea     Rhizopus_stolonifer_SM49-2_NODE_23289                                    3         210      1   1508     39.45         -   53
  archaea     Rhizopus_stolonifer_SM49-2_NODE_20337                                    4         189      1   1508     72.01         -   56
  archaea     Rhizopus_stolonifer_SM49-2_NODE_9473                                    51         157      1   1508     30.13         -   54
  archaea     Rhizopus_stolonifer_SM49-2_NODE_22785                                   33         133      1   1508     61.05         -   55
  archaea     Rhizopus_stolonifer_SM49-2_NODE_11268                                   51         119      1   1508     18.02         -   58
  archaea     Rhizopus_stolonifer_SM49-2_NODE_5087                                     7          16      1   1508      0.79         -   40
  archaea     Rhizopus_stolonifer_SM49-2_NODE_146                                      1          51      1   1508     80.43         -   57
  archaea     Conidiobolus_lamprauges_NRRL_1229_NODE_969                             370         659      1   1508     36.99         -   40
  archaea     Conidiobolus_lamprauges_NRRL_1229_NODE_969                              49          36      1   1508      1.32         -   43
  archaea     Conidiobolus_lamprauges_NRRL_1229_NODE_1339                            103         944      1   1508    210.05         -   42
  archaea     Conidiobolus_lamprauges_NRRL_1229_NODE_1339                             39          30      1   1508      0.79         -   40
  archaea     Conidiobolus_lamprauges_NRRL_1229_NODE_969.1                           193         235      1   1508     20.49         -   42
  archaea     Conidiobolus_lamprauges_NRRL_1229_NODE_969.1                           468         452      1   1508      1.05         -   41
  archaea     Conidiobolus_lamprauges_NRRL_1229_NODE_1339.1                          231         285      1   1508     28.15         -   60
  archaea     Conidiobolus_lamprauges_NRRL_1229_NODE_1339.1                          167         153      1   1508     -0.60         -   47
  archaea     Mucor_miehei_NRRL_5902_NODE_3315                                        85         436      1   1508     72.76         -   41
  archaea     Mucor_miehei_NRRL_5902_NODE_1121                                        16         319      1   1508     15.53         -   40
  archaea     Mucor_miehei_NRRL_5902_NODE_4723                                       141         216      1   1508      9.91         -   51
  archaea     Mucor_miehei_NRRL_5902_NODE_5383                                       144         186      1   1508     13.01         -   44
  archaea     Mucor_miehei_NRRL_5902_NODE_3781                                        88         156      1   1508      5.17         -   43
  archaea     Mucor_miehei_NRRL_5902_NODE_3781                                        23          14      1   1508      0.79         -   40
  archaea     Mucor_miehei_NRRL_5902_NODE_5360                                       105         202      1   1508      9.81         -   50
  archaea     Mucor_miehei_NRRL_5902_NODE_5360                                       122         105      1   1508      1.19         -   39
  archaea     Mucor_miehei_NRRL_5902_NODE_5235                                         1         224      1   1508     35.45         -   48
  archaea     Mucor_miehei_NRRL_5902_NODE_1544                                        44         113      1   1508     11.90         -   47
  archaea     Rhizopus_stolonifer_SM147_NODE_6                                        51        1485      1   1508    695.84         -   56
  archaea     Rhizopus_stolonifer_SM147_NODE_6                                       184         176      1   1508      1.76         -   44
  archaea     Rhizopus_stolonifer_SM147_NODE_538                                       1         627      1   1508    319.02         -   55
  archaea     Rhizopus_stolonifer_SM147_NODE_410                                       6         632      1   1508    154.16         -   57
  archaea     Rhizopus_stolonifer_SM147_NODE_810                                       1         482      1   1508    319.58         -   58
  archaea     Rhizopus_stolonifer_SM147_NODE_277                                       1         479      1   1508    353.33         -   56
  archaea     Rhizopus_stolonifer_SM147_NODE_200                                      51         311      1   1508     67.76         -   56
  archaea     Rhizopus_stolonifer_SM147_NODE_9465                                    175         272      1   1508     42.86         -   55
  archaea     Rhizopus_stolonifer_SM147_NODE_26391                                     3         198      1   1508     64.68         -   54
  archaea     Rhizopus_stolonifer_SM147_NODE_23934                                    38         179      1   1508     64.79         -   54
  archaea     Rhizopus_stolonifer_SM147_NODE_5127                                    261         367      1   1508     14.18         -   36
  archaea     Rhizopus_stolonifer_SM147_NODE_6177                                     52         110      1   1508     -0.85         -   68
  archaea     Rhizopus_stolonifer_SM_145_NODE_3916                                    33        1239      1   1508    635.39         -   58
  archaea     Rhizopus_stolonifer_SM_145_NODE_6204                                     6         817      1   1508    252.78         -   55
  archaea     Rhizopus_stolonifer_SM_145_NODE_1728                                   608         738      1   1508     23.85         -   44
  archaea     Rhizopus_stolonifer_SM_145_NODE_1728                                   513         503      1   1508      0.37         -   55
  archaea     Rhizopus_stolonifer_SM_145_NODE_38599                                    1         259      1   1508    176.34         -   58
  archaea     Rhizopus_stolonifer_SM_145_NODE_43997                                    1         251      1   1508    201.08         -   67
  archaea     Rhizopus_stolonifer_SM_145_NODE_43997                                   46          23      1   1508     -0.79         -   67
  archaea     Rhizopus_stolonifer_SM_145_NODE_41994                                    1         260      1   1508    104.03         -   55
  archaea     Rhizopus_stolonifer_SM_145_NODE_41994                                  200         186      1   1508      0.01         -   53
  archaea     Rhizopus_stolonifer_SM_145_NODE_19594                                   51         279      1   1508    111.26         -   58
  archaea     Rhizopus_stolonifer_SM_145_NODE_17231                                   52         272      1   1508    102.19         -   57
  archaea     Rhizopus_stolonifer_SM_145_NODE_14835                                   12         188      1   1508     89.90         -   62
  archaea     Rhizopus_stolonifer_SM_145_NODE_21144                                  104         175      1   1508     22.79         -   46
  archaea     Rhizopus_stolonifer_SM_145_NODE_18856                                  109         182      1   1508      3.92         -   35
  archaea     Rhizopus_stolonifer_SM_145_NODE_18856                                  235         221      1   1508     -0.81         -   27
  archaea     Rhizopus_stolonifer_SM_145_NODE_34873                                   71          85      1   1508     -0.81         -   33
  archaea     Rhizopus_stolonifer_SM_145_NODE_55476                                    1         177      1   1508     20.84         -   58
  archaea     Mucor_pusillus_Lindt_NRRL_3470_NODE_1415                                52         398      1   1508     76.94         -   41
  archaea     Mucor_pusillus_Lindt_NRRL_3470_NODE_1445                                 3          73      1   1508     24.47         -   46
  archaea     Mucor_pusillus_Lindt_NRRL_3470_NODE_1415.1                              42         111      1   1508     11.31         -   46
  archaea     Mucor_pusillus_Lindt_NRRL_3470_NODE_5044                               106         174      1   1508     -0.30         -   41
  archaea     Mucor_pusillus_Lindt_NRRL_3470_NODE_5044                                41          32      1   1508      0.79         -   40
  archaea     Zygorhynchus_macrocarpus_NRRL_2663_NODE_14623                            3         551      1   1508    300.56         -   55
  archaea     Zygorhynchus_macrocarpus_NRRL_2663_NODE_17787                            1         393      1   1508    178.30         -   54
  archaea     Zygorhynchus_macrocarpus_NRRL_2663_NODE_20831                           45         272      1   1508     78.57         -   54
  archaea     Zygorhynchus_macrocarpus_NRRL_2663_NODE_23445                           16         213      1   1508    126.07         -   56
  archaea     Zygorhynchus_macrocarpus_NRRL_2663_NODE_20384                           78         208      1   1508     28.69         -   59
  archaea     Zygorhynchus_macrocarpus_NRRL_2663_NODE_20384                           64          56      1   1508     -0.28         -   44
  archaea     Zygorhynchus_macrocarpus_NRRL_2663_NODE_8663                             8          40      1   1508      4.30         -   48
  archaea     Rhizopus_stolonifer_SM67_NODE_2                                        831         902      1   1508     22.43         -   43
  archaea     Rhizopus_stolonifer_SM67_NODE_2                                        777         761      1   1508      1.05         -   41
  archaea     Rhizopus_stolonifer_SM_114_NODE_3052                                   100         677      1   1508    283.47         -   52
  archaea     Rhizopus_stolonifer_SM_114_NODE_3052                                    51          32      1   1508      0.79         -   35
  archaea     Rhizopus_stolonifer_SM_114_NODE_4                                      686         752      1   1508     22.05         -   42
  archaea     Rhizopus_stolonifer_SM_114_NODE_4                                      632         616      1   1508      1.05         -   35
  archaea     Rhizopus_stolonifer_SM_114_NODE_48531                                  204         225      1   1508      7.73         -   64
  archaea     Rhizopus_stolonifer_SM_114_NODE_58533                                    1         207      1   1508    115.32         -   59
  archaea     Rhizopus_stolonifer_SM_114_NODE_53154                                   64         192      1   1508     11.55         -   39
  archaea     Rhizopus_stolonifer_SM_114_NODE_55892                                   30          84      1   1508     87.68         -   60
  archaea     Rhizopus_stolonifer_SM_114_NODE_53220                                   85         133      1   1508      4.80         -   41
  archaea     Rhizopus_stolonifer_SM27_NODE_256                                       52        1548      1   1508    775.58         -   54
  archaea     Rhizopus_stolonifer_SM27_NODE_253                                       50        1532      1   1508    709.64         -   54
  archaea     Circinella_rigida_NRRL_2341_NODE_7012                                    1         347      1   1508    155.49         -   54
  archaea     Circinella_rigida_NRRL_2341_NODE_7557                                    1         236      1   1508    136.76         -   52
  archaea     Circinella_rigida_NRRL_2341_NODE_7708                                   41         129      1   1508      8.48         -   65
  archaea     Circinella_rigida_NRRL_2341_NODE_8836                                    1         197      1   1508     28.06         -   60
  archaea     Circinella_rigida_NRRL_2341_NODE_7862                                  196         238      1   1508      6.39         -   51
  archaea     Circinella_rigida_NRRL_2341_NODE_7862                                  168         160      1   1508     -0.28         -   33
  archaea     Rhizopus_stolonifer_SM12_NODE_56                                        51        1485      1   1508    695.84         -   56
  archaea     Rhizopus_stolonifer_SM12_NODE_56                                       184         176      1   1508      1.76         -   44
  archaea     Rhizopus_stolonifer_SM12_NODE_3061                                       4         355      1   1508    205.71         -   57
  archaea     Rhizopus_stolonifer_SM12_NODE_26456                                     21         223      1   1508    129.41         -   54
  archaea     Rhizopus_stolonifer_SM12_NODE_19140                                      2         206      1   1508    111.24         -   53
  archaea     Rhizopus_stolonifer_SM12_NODE_1125                                     193         321      1   1508     22.27         -   38
  archaea     Rhizopus_stolonifer_SM12_NODE_4045                                     148         213      1   1508      3.67         -   44
  archaea     Rhizopus_stolonifer_SM12_NODE_4045                                      53          43      1   1508      0.37         -   55
  archaea     Rhizopus_stolonifer_SM12_NODE_496                                        6         170      1   1508      5.82         -   56
  archaea     Rhizopus_stolonifer_SM12_NODE_28279                                    106         174      1   1508     24.68         -   45
  archaea     Rhizopus_stolonifer_SM12_NODE_21133                                     54         108      1   1508     70.00         -   58
  archaea     Rhizopus_stolonifer_SM49_NODE_37                                        14          35      1   1508      1.61         -   59
  archaea     Rhizopus_stolonifer_SM78_NODE_1672                                      19         257      1   1508    164.22         -   56
  archaea     Rhizopus_stolonifer_SM78_NODE_2665                                       1         209      1   1508    127.36         -   56
  archaea     Rhizopus_stolonifer_SM78_NODE_593                                      389         462      1   1508      3.20         -   34
  archaea     Rhizopus_stolonifer_SM78_NODE_593                                      515         501      1   1508     -0.81         -   53
  archaea     Rhizopus_stolonifer_SM78_NODE_834                                      220         291      1   1508     22.43         -   43
  archaea     Rhizopus_stolonifer_SM78_NODE_834                                      166         150      1   1508      1.05         -   41
  archaea     Rhizopus_stolonifer_SM78_NODE_945                                      104         175      1   1508     22.79         -   46
  archaea     Rhizopus_stolonifer_SM78_NODE_750                                       57          48      1   1508     -0.16         -   40
  archaea     Rhizopus_stolonifer_SM11_NODE_1                                        831         902      1   1508     22.43         -   43
  archaea     Rhizopus_stolonifer_SM11_NODE_1                                        777         761      1   1508      1.05         -   41
  archaea     Rhizopus_stolonifer_SM11_NODE_977                                        9         316      1   1508     45.25         -   53
  archaea     Rhizopus_stolonifer_SM_138_NODE_2742                                     1         368      1   1508    197.13         -   52
  archaea     Rhizopus_stolonifer_SM_138_NODE_1700                                   417         545      1   1508     22.27         -   38
  archaea     Rhizopus_stolonifer_SM_138_NODE_12962                                    5         218      1   1508    126.32         -   57
  archaea     Rhizopus_stolonifer_SM_138_NODE_465                                    359         432      1   1508      3.40         -   34
  archaea     Rhizopus_stolonifer_SM_138_NODE_9294                                   133         154      1   1508      1.61         -   59
  archaea     Rhizopus_stolonifer_SM_138_NODE_9294                                   167         157      1   1508      0.37         -   55
  archaea     Rhizopus_stolonifer_SM_138_NODE_320                                    164         154      1   1508     -0.45         -   36
  archaea     Rhizopus_stolonifer_SM_138_NODE_36681                                   10         185      1   1508     18.90         -   58
  archaea     Rhizopus_stolonifer_SM_51_NODE_4                                       831         902      1   1508     22.43         -   43
  archaea     Rhizopus_stolonifer_SM_51_NODE_4                                       777         761      1   1508      1.05         -   41
  archaea     Rhizopus_sp._NRRL_A-18472_NODE_6013                                     91         254      1   1508     36.84         -   59
  archaea     Rhizopus_sp._NRRL_A-18472_NODE_6013                                     77          69      1   1508     -0.28         -   44
  archaea     Actinomucor_elegans_NRRL_1706_NODE_1342                                  6        1539      1   1508    690.68         -   55
  archaea     Linderina_pennispora_NRRL_3781_NODE_4                                 1472        1514      1   1508     18.43         -   40
  archaea     Linderina_pennispora_NRRL_3781_NODE_4                                  245         233      1   1508      0.03         -   38
  archaea     Coemansia_sp._RSA_487_NODE_358                                         658         789      1   1508      9.69         -   37
  archaea     Coemansia_sp._RSA_487_NODE_1427                                          6         189      1   1508     57.23         -   48
  archaea     Coemansia_sp._RSA_487_NODE_1151                                         44         273      1   1508     35.63         -   61
  archaea     Coemansia_sp._RSA_487_NODE_1420                                         87         202      1   1508     29.92         -   59
  archaea     Coemansia_sp._RSA_487_NODE_1247                                        118         226      1   1508     51.34         -   58
  archaea     Coemansia_sp._RSA_487_NODE_358.1                                       346         385      1   1508     18.11         -   43
  archaea     Coemansia_sp._RSA_487_NODE_596                                         100         167      1   1508     13.76         -   44
  archaea     Coemansia_sp._RSA_487_NODE_596                                          34          25      1   1508      0.79         -   40
  archaea     Coemansia_sp._RSA_487_NODE_596.1                                       249         289      1   1508      7.65         -   61
  archaea     Coemansia_sp._RSA_487_NODE_775                                          42         211      1   1508     17.10         -   51
  archaea     Rhizopus_sp._NRRL_3368_NODE_7579                                        97         271      1   1508     44.86         -   50
  archaea     Rhizopus_stolonifer_SM70_NODE_36                                        51        1358      1   1508    630.40         -   56
  archaea     Rhizopus_stolonifer_SM70_NODE_36                                       184         176      1   1508      1.76         -   44
  archaea     Rhizopus_stolonifer_SM70_NODE_1418                                     182        1207      1   1508    560.93         -   54
  archaea     Rhizopus_stolonifer_SM70_NODE_1418                                     134         119      1   1508      0.88         -   44
  archaea     Rhizopus_stolonifer_SM70_NODE_458                                        6         884      1   1508    276.60         -   55
  archaea     Rhizopus_stolonifer_SM70_NODE_1222                                       3         611      1   1508    340.67         -   56
  archaea     Rhizopus_stolonifer_SM70_NODE_47329                                     38         454      1   1508    261.55         -   59
  archaea     Rhizopus_stolonifer_SM70_NODE_59005                                    147         428      1   1508    145.56         -   54
  archaea     Rhizopus_stolonifer_SM70_NODE_59005                                    329         320      1   1508      0.79         -   40
  archaea     Rhizopus_stolonifer_SM70_NODE_12644                                     51         382      1   1508     51.86         -   58
  archaea     Rhizopus_stolonifer_SM70_NODE_58829                                     21         286      1   1508    203.10         -   57
  archaea     Rhizopus_stolonifer_SM70_NODE_17                                       176         247      1   1508     22.79         -   46
  archaea     Rhizopus_stolonifer_SM70_NODE_17                                       796         782      1   1508     -0.81         -   27
  archaea     Rhizopus_stolonifer_SM70_NODE_57641                                     50         325      1   1508     37.52         -   58
  archaea     Rhizopus_stolonifer_SM70_NODE_33                                       686         752      1   1508     22.05         -   42
  archaea     Rhizopus_stolonifer_SM70_NODE_33                                       632         616      1   1508      1.05         -   35
  archaea     Rhizopus_stolonifer_SM70_NODE_56                                       608         673      1   1508      3.67         -   44
  archaea     Rhizopus_stolonifer_SM70_NODE_56                                       513         503      1   1508      0.37         -   55
  archaea     Rhizopus_stolonifer_SM70_NODE_45049                                    263         391      1   1508     22.27         -   38
  archaea     Rhizopus_stolonifer_SM70_NODE_16                                       386         459      1   1508      3.40         -   34
