# command:    ssu-cmsearch --hmm-cW 1.5 --no-null3 --noalign -T -1 --tab spades_16S_rRNA/spades_16S_rRNA.tab --viterbi /opt/linux/centos/7.x/x86_64/pkgs/ssu-align/0.1.1/share/ssu-align-0.1.1/ssu-align-0p1.cm spades_16S_rRNA.fasta
# date:       Mon Jan  7 23:03:26 2019
# num seqs:   801
# dbsize(Mb): 0.871186
#
# Pre-search info for CM 1: archaea
#
# rnd  mod  alg  cfg   beta  bit sc cut
# ---  ---  ---  ---  -----  ----------
#   1  hmm  vit  loc      -       -1.00
#
# CM: archaea
#                                                                                       target coord   query coord                         
#                                                                             ----------------------  ------------                         
# model name  target name                                                          start        stop  start   stop    bit sc   E-value  GC%
# ----------  --------------------------------------------------------------  ----------  ----------  -----  -----  --------  --------  ---
  archaea     Mucor_pusillus_NRRL_A-13674_NODE_118                                   105         302      1   1508     39.33         -   45
  archaea     Mucor_pusillus_NRRL_A-13674_NODE_118                                    40          31      1   1508      0.79         -   40
  archaea     Mucor_pusillus_NRRL_A-13674_NODE_830                                    44         113      1   1508      5.56         -   46
  archaea     Mucor_pusillus_NRRL_A-13674_NODE_905                                     1         218      1   1508     53.12         -   50
  archaea     Mucor_pusillus_NRRL_A-13674_NODE_771.1                                 131         173      1   1508     11.77         -   49
  archaea     Absidia_dubia_NRRL_1322_NODE_6539                                      117         554      1   1508    259.68         -   56
  archaea     Absidia_dubia_NRRL_1322_NODE_6539                                      325         311      1   1508      0.01         -   53
  archaea     Absidia_dubia_NRRL_1322_NODE_11058                                      18         244      1   1508    121.93         -   55
  archaea     Absidia_dubia_NRRL_1322_NODE_10556                                      39         218      1   1508     76.57         -   57
  archaea     Absidia_dubia_NRRL_1322_NODE_11992                                      68         145      1   1508     17.48         -   50
  archaea     Rhizopus_stolonifer_SM_133_NODE_7                                        6        1539      1   1508    690.68         -   55
  archaea     Rhizopus_stolonifer_SM_133_NODE_25                                     259         387      1   1508     22.27         -   38
  archaea     Rhizopus_stolonifer_SM_144_NODE_1                                       52        1522      1   1508    670.79         -   57
  archaea     Rhizopus_stolonifer_SM_144_NODE_19                                     663         734      1   1508     22.79         -   46
  archaea     Rhizopus_stolonifer_SM_144_NODE_19                                     511         501      1   1508      0.37         -   55
  archaea     Rhizopus_stolonifer_SM9_NODE_51                                         27        1343      1   1508    690.77         -   54
  archaea     Rhizopus_stolonifer_SM9_NODE_8                                          52         220      1   1508     72.11         -   52
  archaea     Rhizopus_stolonifer_SM_100_NODE_1                                        6        1539      1   1508    690.68         -   55
  archaea     Conidiobolus_sp._NRRL_29146_NODE_489                                   693         815      1   1508     41.98         -   41
  archaea     Conidiobolus_sp._NRRL_29146_NODE_530                                   109         942      1   1508    206.76         -   43
  archaea     Conidiobolus_sp._NRRL_29146_NODE_530                                    45          36      1   1508      0.79         -   40
  archaea     Conidiobolus_sp._NRRL_29146_NODE_7826                                    1         101      1   1508     48.67         -   47
  archaea     Conidiobolus_sp._NRRL_29146_NODE_29076                                   1         108      1   1508     69.07         -   50
  archaea     Conidiobolus_sp._NRRL_29146_NODE_27795                                   1         108      1   1508     73.55         -   51
  archaea     Conidiobolus_sp._NRRL_29146_NODE_29031                                   1         105      1   1508     73.06         -   50
  archaea     Conidiobolus_sp._NRRL_29146_NODE_29034                                   1         105      1   1508     73.06         -   50
  archaea     Conidiobolus_sp._NRRL_29146_NODE_530.1                                 232         286      1   1508     28.15         -   60
  archaea     Conidiobolus_sp._NRRL_29146_NODE_530.1                                 175         157      1   1508     -0.96         -   37
  archaea     Conidiobolus_sp._NRRL_29146_NODE_28054                                   1         105      1   1508     66.67         -   50
  archaea     Conidiobolus_sp._NRRL_29146_NODE_29051                                   1         105      1   1508     65.46         -   51
  archaea     Conidiobolus_sp._NRRL_29146_NODE_30609                                   1          87      1   1508     55.98         -   49
  archaea     Conidiobolus_sp._NRRL_29146_NODE_28735                                   1          87      1   1508     48.48         -   51
  archaea     Conidiobolus_sp._NRRL_29146_NODE_11141                                  89         101      1   1508      0.60         -   38
  archaea     Conidiobolus_sp._NRRL_29146_NODE_11141                                  40          31      1   1508      0.79         -   40
  archaea     Conidiobolus_sp._NRRL_29146_NODE_28169                                  69         138      1   1508     19.89         -   49
  archaea     Conidiobolus_sp._NRRL_29146_NODE_28772                                  72         133      1   1508     17.31         -   44
  archaea     Conidiobolus_sp._NRRL_29146_NODE_25555                                   1          59      1   1508     29.37         -   54
  archaea     Conidiobolus_sp._NRRL_29146_NODE_28779                                  72         133      1   1508      9.70         -   45
  archaea     Conidiobolus_sp._NRRL_29146_NODE_28814                                  72         133      1   1508      9.70         -   45
  archaea     Conidiobolus_sp._NRRL_29146_NODE_28026                                 117         151      1   1508     12.33         -   37
  archaea     Conidiobolus_sp._NRRL_29146_NODE_28024                                 117         151      1   1508     12.33         -   37
  archaea     Conidiobolus_sp._NRRL_29146_NODE_23776                                   1         140      1   1508     40.03         -   46
  archaea     Conidiobolus_sp._NRRL_29146_NODE_23776                                  18           6      1   1508     -0.63         -   46
  archaea     Conidiobolus_sp._NRRL_29146_NODE_28465                                 106         140      1   1508     12.33         -   37
  archaea     Conidiobolus_sp._NRRL_29146_NODE_29744                                  38         107      1   1508     21.22         -   47
  archaea     Conidiobolus_sp._NRRL_29146_NODE_28481                                 106         140      1   1508     12.33         -   37
  archaea     Conidiobolus_sp._NRRL_29146_NODE_29246                                  38         107      1   1508     17.38         -   49
  archaea     Rhizopus_stolonifer_SM_137_NODE_1889                                    50        1525      1   1508    549.33         -   55
  archaea     Rhizopus_stolonifer_SM_137_NODE_1889                                   667         657      1   1508      1.79         -   55
  archaea     Rhizopus_stolonifer_SM_137_NODE_3056                                    11        1326      1   1508    653.40         -   55
  archaea     Rhizopus_stolonifer_SM_137_NODE_13076                                    8         351      1   1508    196.57         -   56
  archaea     Rhizopus_stolonifer_SM_137_NODE_26455                                  146         330      1   1508     52.03         -   57
  archaea     Rhizopus_stolonifer_SM_137_NODE_4517                                   616         681      1   1508      3.67         -   44
  archaea     Rhizopus_stolonifer_SM_137_NODE_4517                                   521         511      1   1508      0.37         -   55
  archaea     Rhizopus_stolonifer_SM_137_NODE_769                                    298         371      1   1508      3.92         -   35
  archaea     Rhizopus_stolonifer_SM_137_NODE_769                                    424         410      1   1508     -0.81         -   27
  archaea     Rhizopus_stolonifer_SM_137_NODE_37                                       6         285      1   1508     66.34         -   57
  archaea     Rhizopus_stolonifer_SM_137_NODE_10244                                  105         176      1   1508     22.79         -   46
  archaea     Rhizopus_stolonifer_SM_137_NODE_67829                                    2         191      1   1508     49.66         -   54
  archaea     Rhizopus_stolonifer_SM_137_NODE_72210                                    6         113      1   1508      1.63         -   60
  archaea     Rhizopus_stolonifer_SM_137_NODE_7961                                    52         114      1   1508     -0.20         -   57
  archaea     Mucor_griseo-ochraceus_var._minuta_NRRL_3246_NODE_9571                   8         335      1   1508    155.64         -   52
  archaea     Mucor_griseo-ochraceus_var._minuta_NRRL_3246_NODE_11072                 11         190      1   1508     54.01         -   61
  archaea     Mucor_griseo-ochraceus_var._minuta_NRRL_3246_NODE_11258                 37         255      1   1508     35.88         -   50
  archaea     Mucor_aligarensis_NRRL_3099_NODE_8200                                  109         518      1   1508    216.56         -   53
  archaea     Mucor_aligarensis_NRRL_3099_NODE_10869                                   2         322      1   1508    240.13         -   56
  archaea     Mucor_aligarensis_NRRL_3099_NODE_10397                                   1         255      1   1508     57.00         -   57
  archaea     Mucor_aligarensis_NRRL_3099_NODE_13373                                   1         246      1   1508    265.10         -   48
  archaea     Mucor_aligarensis_NRRL_3099_NODE_14861                                  68         149      1   1508     10.53         -   51
  archaea     Mucor_aligarensis_NRRL_3099_NODE_1231                                   49         127      1   1508     27.21         -   54
  archaea     Rhizopus_stolonifer_SM_92_NODE_13                                        2        1445      1   1508    678.24         -   55
  archaea     Rhizopus_stolonifer_SM_92_NODE_52                                        6         160      1   1508     19.56         -   56
  archaea     Rhizopus_stolonifer_SM_92_NODE_46                                        6         160      1   1508     18.42         -   56
  archaea     Rhizopus_oryzae_Went_Prinsen_Geerlings_NRRL_3563_NODE_4                239         264      1   1508      6.51         -   46
  archaea     Rhizopus_oryzae_NRRL_1550_NODE_125                                      41          94      1   1508      0.82         -   56
  archaea     Circinella_mucoroides_NRRL_1354_NODE_12152                              41         358      1   1508    170.03         -   52
  archaea     Circinella_mucoroides_NRRL_1354_NODE_12152                             397         359      1   1508      1.15         -   54
  archaea     Circinella_mucoroides_NRRL_1354_NODE_12300                               1         319      1   1508     81.06         -   55
  archaea     Rhizopus_sp._NRRL_1524_NODE_829                                         42          95      1   1508      0.82         -   56
  archaea     Rhizopus_microsporus_NRRL_5558_NODE_1629                                50        1525      1   1508    571.56         -   56
  archaea     Rhizopus_microsporus_NRRL_5558_NODE_1629                               707         657      1   1508     -0.17         -   47
  archaea     Coemansia_sp._RSA_1646_NODE_114                                        658         789      1   1508      9.69         -   37
  archaea     Coemansia_sp._RSA_1646_NODE_114.1                                      346         385      1   1508     18.11         -   43
  archaea     Coemansia_sp._RSA_1646_NODE_541                                        102         169      1   1508     13.76         -   44
  archaea     Coemansia_sp._RSA_1646_NODE_541                                         36          27      1   1508      0.79         -   40
  archaea     Coemansia_sp._RSA_1646_NODE_541.1                                      228         270      1   1508     17.16         -   63
  archaea     Mucor_luteus_NRRL_2865_NODE_2                                          864        1147      1   1508     39.52         -   42
  archaea     Mucor_luteus_NRRL_2865_NODE_2                                         1111        1103      1   1508      1.76         -   44
  archaea     Mucor_luteus_NRRL_2865_NODE_2535                                       123         185      1   1508     25.74         -   46
  archaea     Thamnostylum_repens_Tieghem_Upadhyay_NRRL_6240_NODE_83                  50        1525      1   1508    559.45         -   56
  archaea     Thamnostylum_repens_Tieghem_Upadhyay_NRRL_6240_NODE_105                 12          66      1   1508     63.45         -   58
  archaea     Thamnostylum_repens_Tieghem_Upadhyay_NRRL_6240_NODE_297                 12          66      1   1508     63.45         -   58
  archaea     Absidia_corymbifera_NRRL_2982_NODE_14975                                59         248      1   1508     28.47         -   52
  archaea     Rhizopus_stolonifer_SM72_NODE_1                                        831         902      1   1508     22.43         -   43
  archaea     Rhizopus_stolonifer_SM72_NODE_1                                        777         761      1   1508      1.05         -   41
  archaea     Rhizopus_stolonifer_SM72_NODE_2                                        224         249      1   1508      6.51         -   46
  archaea     Rhizopus_sp._NRRL_A-18714_NODE_100                                       1         238      1   1508     27.92         -   54
  archaea     Rhizopus_sp._NRRL_A-18714_NODE_5                                         7          61      1   1508      2.74         -   56
  archaea     Rhizopus_sp._NRRL_A-18714_NODE_5                                       242         210      1   1508     -0.16         -   55
  archaea     Circinella_minor_CBS_143.56_NODE_27060                                 171         192      1   1508      1.61         -   59
  archaea     Spiromyces_aspiralis_RSA_2271_NODE_4                                  1223        1269      1   1508     12.69         -   36
  archaea     Spiromyces_aspiralis_RSA_2271_NODE_1211                                 28         517      1   1508     81.97         -   50
  archaea     Spiromyces_aspiralis_RSA_2271_NODE_1211.1                              530         584      1   1508     22.76         -   62
  archaea     Spiromyces_aspiralis_RSA_2271_NODE_1211.1                              467         453      1   1508     -0.60         -   47
  archaea     Spiromyces_aspiralis_RSA_2271_NODE_1211.2                               80         147      1   1508     16.99         -   46
  archaea     Rhizopus_stolonifer_SM_131_NODE_279                                     14          85      1   1508     22.79         -   46
  archaea     Rhizopus_microsporus_NRRL_5553_NODE_1442                                50        1527      1   1508    578.32         -   56
  archaea     Rhizopus_microsporus_NRRL_5553_NODE_1442                               709         659      1   1508     -0.17         -   47
  archaea     Rhizopus_microsporus_NRRL_5547_NODE_1409                                50        1525      1   1508    571.56         -   56
  archaea     Rhizopus_microsporus_NRRL_5547_NODE_1409                               707         657      1   1508     -0.17         -   47
  archaea     Conidiobolus_rhysosporus_NRRL_1225_NODE_2847                           342         625      1   1508     39.52         -   42
  archaea     Conidiobolus_rhysosporus_NRRL_1225_NODE_2847                           589         581      1   1508      1.76         -   44
  archaea     Conidiobolus_rhysosporus_NRRL_1225_NODE_5108                            97         933      1   1508    218.34         -   41
  archaea     Conidiobolus_rhysosporus_NRRL_1225_NODE_5108                            33          24      1   1508      0.79         -   40
  archaea     Conidiobolus_rhysosporus_NRRL_1225_NODE_2847.1                         197         239      1   1508     20.49         -   42
  archaea     Conidiobolus_rhysosporus_NRRL_1225_NODE_5108.1                         230         285      1   1508     29.26         -   57
  archaea     Conidiobolus_rhysosporus_NRRL_1225_NODE_5108.1                         171         153      1   1508     -0.96         -   37
  archaea     Mortierella_zychae_NRRL_2592_NODE_2378                                  48         226      1   1508     12.11         -   36
  archaea     Rhizopus_stolonifer_SM36_NODE_7751                                     126         199      1   1508      8.31         -   35
  archaea     Rhizopus_stolonifer_SM_119_NODE_69                                       2        1445      1   1508    678.24         -   55
  archaea     Rhizopus_stolonifer_SM_119_NODE_15566                                    6         232      1   1508    152.15         -   52
  archaea     Rhizopus_stolonifer_SM_119_NODE_5210                                   263         381      1   1508     17.85         -   37
  archaea     Rhizopus_stolonifer_SM_119_NODE_18848                                    6         160      1   1508     19.56         -   56
  archaea     Rhizopus_stolonifer_SM_119_NODE_24                                       6         160      1   1508     18.42         -   56
  archaea     Rhizopus_stolonifer_SM_119_NODE_8575                                   139         160      1   1508      1.61         -   59
  archaea     Rhizopus_stolonifer_SM_119_NODE_8575                                   173         163      1   1508      0.37         -   55
  archaea     Rhizopus_stolonifer_SM_146_NODE_21                                     608         673      1   1508      3.67         -   44
  archaea     Rhizopus_stolonifer_SM_146_NODE_21                                     513         503      1   1508      0.37         -   55
  archaea     Mortierella_sp_GBA39_NODE_106                                           52         340      1   1508    101.98         -   57
  archaea     Mucor_pakistanicus_NRRL_6589_NODE_39                                   115        1126      1   1508    444.25         -   55
  archaea     Mucor_pakistanicus_NRRL_6589_NODE_39                                   596         582      1   1508      0.01         -   53
  archaea     Mucor_pakistanicus_NRRL_6589_NODE_76.1                                   1         311      1   1508    218.81         -   54
  archaea     Mucor_pakistanicus_NRRL_6589_NODE_105                                   20         199      1   1508     45.08         -   52
  archaea     Mucor_hiemalis_NRRL_29268_NODE_141                                     585         730      1   1508     36.21         -   43
  archaea     Mucor_hiemalis_NRRL_29268_NODE_141                                    1283        1269      1   1508     -0.81         -   40
  archaea     Mucor_hiemalis_NRRL_29268_NODE_228                                      10         363      1   1508     78.28         -   55
  archaea     Mucor_hiemalis_NRRL_29268_NODE_228.1                                   241         296      1   1508     39.12         -   50
  archaea     Mucor_hiemalis_NRRL_29268_NODE_228.1                                    39          30      1   1508      0.79         -   40
  archaea     Mucor_hiemalis_NRRL_29268_NODE_228.2                                     1         165      1   1508     28.98         -   47
  archaea     Coemansia_sp._RSA_1804_NODE_3417                                       284         670      1   1508     83.97         -   44
  archaea     Coemansia_sp._RSA_1804_NODE_3417                                      1002         240      1   1508      3.14         -   44
  archaea     Coemansia_sp._RSA_1804_NODE_6                                          660         794      1   1508      7.55         -   35
  archaea     Coemansia_sp._RSA_1804_NODE_6                                          474         447      1   1508      0.07         -   32
  archaea     Coemansia_sp._RSA_1804_NODE_6.1                                        348         387      1   1508     18.11         -   43
  archaea     Coemansia_sp._RSA_1804_NODE_1512                                        63         168      1   1508     14.19         -   44
  archaea     Coemansia_sp._RSA_1804_NODE_1512                                        35          26      1   1508      0.79         -   40
  archaea     Coemansia_sp._RSA_1804_NODE_1512.1                                     228         282      1   1508     22.50         -   62
  archaea     Rhizopus_stolonifer_NRRL_1483_NODE_5                                    43          96      1   1508      0.82         -   56
  archaea     Circinella_simplex_van_Tieghem_NRRL_2407_NODE_485                       36          88      1   1508      0.97         -   53
  archaea     Rhizopus_stolonifer_SM22_NODE_14                                       547         618      1   1508     22.43         -   43
  archaea     Rhizopus_stolonifer_SM22_NODE_14                                       493         477      1   1508      1.05         -   41
  archaea     Mortierella_chlamydospora_NRRL_2769_NODE_7283                          200         287      1   1508     41.10         -   58
  archaea     Mortierella_chlamydospora_NRRL_2769_NODE_3111                           97         139      1   1508     28.81         -   51
  archaea     Thamnostylum_piriforme_NRRL_A-21589_NODE_3014                            2         231      1   1508     30.13         -   50
  archaea     Conidiobolus_polytocus_NRRL_1231_NODE_426                              662         784      1   1508     39.02         -   41
  archaea     Conidiobolus_polytocus_NRRL_1231_NODE_2792                             104         458      1   1508    114.78         -   44
  archaea     Conidiobolus_polytocus_NRRL_1231_NODE_2792                              40          31      1   1508      0.79         -   40
  archaea     Conidiobolus_polytocus_NRRL_1231_NODE_3188                               1         540      1   1508     98.26         -   43
  archaea     Conidiobolus_polytocus_NRRL_1231_NODE_3188                             261         249      1   1508     -0.63         -   46
  archaea     Conidiobolus_polytocus_NRRL_1231_NODE_4660                             102         177      1   1508      4.73         -   41
  archaea     Conidiobolus_polytocus_NRRL_1231_NODE_2792.1                           228         282      1   1508     28.15         -   60
  archaea     Conidiobolus_polytocus_NRRL_1231_NODE_2792.1                           171         153      1   1508     -0.96         -   37
  archaea     Rhizopus_stolonifer_SM_113_NODE_2                                      831         902      1   1508     22.43         -   43
  archaea     Rhizopus_stolonifer_SM_113_NODE_2                                      777         761      1   1508      1.05         -   41
  archaea     Rhizopus_stolonifer_SM106_NODE_2                                       831         902      1   1508     22.43         -   43
  archaea     Rhizopus_stolonifer_SM106_NODE_2                                       777         761      1   1508      1.05         -   41
  archaea     Rhizopus_stolonifer_SM106_NODE_16                                      200         215      1   1508     -0.90         -   31
  archaea     Mortierella_chlamydospora_AD033_NODE_3076                              207         247      1   1508     25.11         -   51
  archaea     Mortierella_chlamydospora_AD033_NODE_5572                                1          67      1   1508     19.71         -   55
  archaea     Rhizopus_stolonifer_SM38_NODE_1009                                       6        1539      1   1508    690.68         -   55
  archaea     Rhizopus_stolonifer_SM38_NODE_1183                                      51        1478      1   1508    691.28         -   56
  archaea     Rhizopus_stolonifer_SM38_NODE_1183                                     635         626      1   1508      0.79         -   40
  archaea     Rhizopus_stolonifer_SM38_NODE_1161                                      51        1537      1   1508    605.07         -   55
  archaea     Rhizopus_stolonifer_SM38_NODE_1161                                     464         449      1   1508      0.88         -   44
  archaea     Rhizopus_stolonifer_SM38_NODE_1947                                       3         495      1   1508    345.42         -   55
  archaea     Rhizopus_stolonifer_SM38_NODE_61                                        50         632      1   1508     69.97         -   55
  archaea     Rhizopus_stolonifer_SM38_NODE_480                                      685         756      1   1508     22.79         -   46
  archaea     Rhizopus_stolonifer_SM38_NODE_480                                     1304        1290      1   1508     -0.81         -   27
  archaea     Rhizopus_stolonifer_SM38_NODE_30728                                      1         323      1   1508    140.48         -   53
  archaea     Rhizopus_stolonifer_SM38_NODE_34706                                     22         317      1   1508    159.88         -   55
  archaea     Rhizopus_stolonifer_SM38_NODE_65645                                      2         237      1   1508    141.92         -   58
  archaea     Rhizopus_stolonifer_SM38_NODE_1737                                      51         256      1   1508     52.35         -   56
  archaea     Rhizopus_stolonifer_SM38_NODE_1737                                     184         176      1   1508      1.76         -   44
  archaea     Rhizopus_stolonifer_SM38_NODE_23262                                      4         217      1   1508    113.07         -   59
  archaea     Rhizopus_stolonifer_SM38_NODE_18596                                    263         391      1   1508     22.27         -   38
  archaea     Rhizopus_stolonifer_SM38_NODE_3152                                     608         673      1   1508      3.67         -   44
  archaea     Rhizopus_stolonifer_SM38_NODE_3152                                     513         503      1   1508      0.37         -   55
  archaea     Rhizopus_stolonifer_SM38_NODE_44026                                      1         215      1   1508     99.64         -   46
  archaea     Rhizopus_stolonifer_SM38_NODE_8062                                      81         233      1   1508     22.06         -   47
  archaea     Rhizopus_stolonifer_SM38_NODE_58074                                     70         132      1   1508      4.67         -   35
  archaea     Rhizopus_stolonifer_SM38_NODE_28084                                     12         214      1   1508     22.88         -   45
  archaea     Mycotypha_microspora_IMI_282443_NODE_279                               584         816      1   1508     55.67         -   42
  archaea     Mycotypha_microspora_IMI_282443_NODE_279                               258         244      1   1508      3.85         -   40
  archaea     Mycotypha_microspora_IMI_282443_NODE_92.3                               49          35      1   1508      3.85         -   40
  archaea     Rhizopus_stolonifer_SM43_NODE_62                                       221         292      1   1508     22.43         -   43
  archaea     Rhizopus_stolonifer_SM43_NODE_62                                       167         151      1   1508      1.05         -   41
  archaea     Rhizopus_stolonifer_SM43_NODE_62.1                                     167         158      1   1508     -0.16         -   40
  archaea     Rhizopus_stolonifer_SM19-2_NODE_23                                     685         756      1   1508     22.79         -   46
  archaea     Rhizopus_stolonifer_SM19-2_NODE_23                                    1304        1290      1   1508     -0.81         -   27
  archaea     Rhizopus_stolonifer_SM19-2_NODE_66                                     445         516      1   1508     22.31         -   44
  archaea     Rhizopus_stolonifer_SM19-2_NODE_66                                     391         375      1   1508      1.05         -   41
  archaea     Rhizopus_stolonifer_SM19-2_NODE_17                                      62         135      1   1508      3.20         -   34
  archaea     Rhizopus_stolonifer_SM19-2_NODE_17                                     188         174      1   1508     -0.81         -   53
  archaea     Rhizopus_stolonifer_SM19-2_NODE_83                                      72         134      1   1508      4.67         -   35
  archaea     Rhizopus_stolonifer_SM19-2_NODE_24                                     148         139      1   1508     -0.16         -   40
